Score, FavCount, ViewCount, FATs, PoliteTitle, PoliteBody
34, 13, 18801, 867.473, 0.365395872922, 0.983399333295
0, 0, 588, 770.66, 0.358186561233, 0.951181921037
28, 16, 17375, 360.766, 0.328859056681, 0.479877152527
6, 0, 2618, 294.814, 0.372774907909, 0.603188930406
6, 0, 1748, 274.467, 0.367932830297, 0.357841461579
2, 4, 16709, 627.15, 0.359049454834, 0.816178619708
12, 3, 16119, 353.527, 0.597581238658, 0.702602486773
36, 8, 64352, 84.754, 0.628220715751, 0.56320566091
12, 9, 1461, 364.274, 0.23095483976, 0.951382139617
170, 121, 94928, 404.307, 0.289821199823, 0.363747491388
7, 3, 1566, 1530.923, 0.613640819627, 0.902827212977
4, 1, 608, 397.114, 0.302458107131, 0.539379163157
77, 15, 46798, 31.216, 0.506715026262, 0.441484526178
97, 26, 86556, 3373.36, 0.416098914087, 0.838990346612
5, 1, 1605, 2661.687, 0.273306137005, 0.928728631386
3, 3, 1409, 103.787, 0.630718708887, 0.688500472003
15, 3, 11750, 677.9, 0.251087263148, 0.673587403184
17, 14, 10150, 8727.14, 0.30681352693, 0.727703312251
6, 1, 14093, 274.934, 0.287665155597, 0.321944629919
10, 6, 4543, 128.467, 0.450089657657, 0.784660325421
81, 27, 18443, 386.083, 0.33036357686, 0.931542454304
39, 23, 27149, 510.994, 0.412280463925, 0.910499684887
3, 0, 5107, 448.263, 0.309390337607, 0.82936355427
21, 11, 13081, 2641.66, 0.318909851764, 0.723933662546
3, 1, 2100, 729.987, 0.369931642574, 0.778242054341
18, 2, 14813, 368.223, 0.262264346169, 0.575970145503
2, 0, 1205, 325.853, 0.299793544463, 0.954049095441
4, 0, 5526, 215.314, 0.273896775966, 0.337745255623
2, 1, 2446, 1331.57, 0.187611697789, 0.696057414333
27, 7, 59831, 63.367, 0.238607596831, 0.60861204942
10, 4, 623, 579.71, 0.283948001558, 0.84098022732
36, 9, 37557, 89.186, 0.290644966952, 0.203576947506
4, 2, 3498, 660.58, 0.65830301954, 0.83777398859
1, 1, 1801, 783.166, 0.365395872922, 0.719474000755
19, 6, 28033, 165.843, 0.600270553325, 0.833398955402
7, 2, 1252, 53939.153, 0.344702365445, 0.711389629211
3, 1, 1929, 250.973, 0.30681352693, 0.538701494593
2, 1, 1023, 122.177, 0.245156607109, 0.803057049137
39, 5, 80326, 289.396, 0.312314804407, 0.261242425984
105, 37, 22800, 431.697, 0.369320797571, 0.445425811107
4, 1, 925, 137.263, 0.523401792925, 0.737117936523
2, 0, 793, 523.35, 0.269846806233, 0.633339121721
10, 4, 12089, 1001.707, 0.381092768367, 0.865104408245
0, 0, 2311, 1789.194, 0.20791110888, 0.983699620687
1, 0, 1270, 1123.324, 0.20719516814, 0.90709849846
71, 19, 5748, 130.154, 0.608109116641, 0.754380430731
20, 23, 7337, 299.567, 0.377416436483, 0.678983938671
18, 13, 22184, 121.196, 0.32984893866, 0.655993337432
64, 31, 43347, 392.793, 0.346269250785, 0.263423836284
1, 0, 1993, 142.68, 0.62249850845, 0.599768775485
13, 8, 18441, 276.18, 0.251512671914, 0.389499216052
183, 56, 92637, 120.493, 0.305473891059, 0.178814848768
1, 0, 1034, 297.694, 0.408850004209, 0.982076564885
12, 4, 13920, 2075.52, 0.327724824667, 0.660709040699
1, 0, 277, 299350.074, 0.299903668966, 0.679891543734
11, 4, 3991, 2178.696, 0.327857434698, 0.995157283633
6, 3, 5186, 77.517, 0.597039974291, 0.756280592806
0, 1, 1286, 839.654, 0.354175513232, 0.956578336023
1, 0, 1098, 557.59, 0.296600314997, 0.937655145132
1, 1, 761, 229.274, 0.304240876707, 0.967597297325
2, 0, 542, 18194.357, 0.434872168372, 0.215526801596
39, 9, 14497, 556.594, 0.663554681069, 0.944507655632
1, 0, 1688, 169642.997, 0.314662972436, 0.841259468223
9, 4, 7381, 318.27, 0.30681352693, 0.953425956521
22, 0, 8242, -1, 0.299132707617, 0.671062140991
59, 36, 94129, 421.403, 0.316553992185, 0.806584548793
42, 38, 43162, 310.266, 0.376691945191, 0.780916471534
17, 4, 2541, 349.004, 0.304240876707, 0.75877856609
5, 4, 2898, 1995.193, 0.285526314904, 0.393257086655
1, 0, 618, 199.557, 0.358563791708, 0.479426446432
6, 4, 2588, 911.99, 0.369333674344, 0.691554162359
3, 0, 2388, 1328.233, 0.327857434698, 0.980548718278
0, 1, 950, 61503.593, 0.427298727781, 0.524004208498
1, 0, 934, 6674.04, 0.161351914916, 0.746611025926
37, 16, 11965, 152.053, 0.304240876707, 0.683373890028
395, 135, 243718, 388.954, 0.276935272566, 0.605846921808
14, 4, 1809, 713.623, 0.275836522441, 0.703446624292
102, 29, 36012, 443.337, 0.231324739333, 0.698246127769
1, 1, 9663, 1425.45, 0.366811719732, 0.879751125739
44, 28, 82231, 333.013, 0.273274833181, 0.538661783594
59, 44, 95133, 295.417, 0.301980947368, 0.549993031345
0, 0, 207, 12820.72, 0.38556727981, 0.404178485092
86, 28, 20838, 120.713, 0.402458125772, 0.63265292827
872, 208, 482777, 269.866, 0.328605623863, 0.448737982011
29, 3, 33963, 214.313, 0.384310530593, 0.780180256358
62, 40, 49120, 118.45, 0.322695452278, 0.846410313848
50, 44, 47419, 5958.623, 0.448685634985, 0.941526276273
1, 1, 2600, 141.93, 0.407984577819, 0.824847121258
306, 130, 167324, 252.703, 0.0273890774765, 0.686724987829
28, 103, 39856, 54.976, 0.309390337607, 0.778994374843
5, 5, 9264, 587.763, 0.30681352693, 0.871444039027
1, 0, 1816, 2537.12, 0.383298063855, 0.839513819112
187, 48, 446594, 197.01, 0.248832386311, 0.636534556805
7, 2, 25283, 123.944, 0.304240876707, 0.601405111057
1, 1, 5459, 2349.61, 0.30681352693, 0.575764373151
2, 0, 1259, 2324.027, 0.309131100831, 0.835091360239
6, 1, 896, 253.67, 0.23817398231, 0.947086716499
3, 0, 567, 253.61, 0.249348342109, 0.763141812053
273, 105, 156378, 235.093, 0.147898199514, 0.799071859441
667, 264, 251629, 245.107, 0.297474681127, 0.443313143173
1, 0, 780, 3470.15, 0.103945644914, 0.73047684113
4, 1, 1960, 2268.457, 0.629500769001, 0.47424727368
39, 13, 22465, 1865.523, 0.29276374464, 0.506664084627
26, 3, 16275, 340.644, 0.306876152462, 0.744086514934
4, 2, 3524, 883.34, 0.214757834494, 0.810935108642
1, 1, 524, 6288.73, 0.351241558863, 0.780074790255
63, 25, 41720, 1384.557, 0.298971857175, 0.937835910918
12, 4, 6903, 4344.987, 0.28879167239, 0.76063200584
10, 5, 17053, 2874.023, 0.304240876707, 0.865951577174
4, 2, 3713, 346.09, 0.42275970934, 0.902741264816
86, 19, 68136, 322.267, 0.340002994082, 0.521810094689
