Score, FavCount, ViewCount, FATs, PoliteTitle, PoliteBody
4, 0, 1357, 607.153, 0.28237460983, 0.762373021974
0, 0, 5055, 3595.894, 0.270128278995, 0.999989673026
1, 1, 2115, -1, 0.304240876707, 0.675150737535
12, 6, 4872, 939.616, 0.347484087752, 0.913834333877
29, 1, 6431, 521.337, 0.41925512319, 0.765831909878
1, 0, 612, 28765.246, 0.380728344463, 0.916328787936
24, 8, 10946, 2323.51, 0.397066227069, 0.80513206878
2, 0, 1513, 12526.987, 0.545623162843, 0.899781768961
11, 5, 7579, 689.333, 0.387709971851, 0.997125662242
5, 0, 1814, 479.496, 0.645379936169, 0.971246542257
3, 1, 4232, 114.566, 0.29034723214, 0.688252417531
0, 0, 249, 510707.557, 0.290882552054, 0.67020682643
2, 0, 2521, 165.563, 0.268028685717, 0.880359502635
39, 10, 4920, 337.147, 0.344324453139, 0.783471909527
3, 9, 7252, 226.59, 0.350615546314, 0.979631196312
4, 1, 2666, 315.914, 0.280831024339, 0.770923267822
2, 0, 2104, 1854.653, 0.447502276683, 0.756145654858
36, 8, 61103, 145.08, 0.304240876707, 0.847978620002
0, 0, 572, 315.884, 0.247101357443, 0.770209005761
33, 11, 8938, 1116.9, 0.280844048684, 0.92802813343
12, 1, 5139, 856.19, 0.253377344297, 0.770845653071
0, 0, 713, 40699.31, 0.408345253052, 0.766251199889
6, 5, 3149, 470.853, 0.30681352693, 0.948992381052
11, 3, 6519, 1088.94, 0.304240876707, 0.869380737701
5, 1, 1797, 372.014, 0.67561077235, 0.833574049113
6, 1, 302, 136103.387, 0.358489879289, 0.802750378359
68, 26, 55411, 363.544, 0.398547555058, 0.794088063102
13, 7, 7001, 816.113, 0.30681352693, 0.870399558644
4, 0, 961, 1094.95, 0.436060939864, 0.97197954024
25, 6, 80469, 54.286, 0.337412551513, 0.730358772228
7, 3, 4485, 520.26, 0.315324319632, 0.771908118854
7, 2, 2639, 242.237, 0.30681352693, 0.971582750893
9, 2, 4307, 159.17, 0.333691263003, 0.911083634679
2, 0, 850, 24805.034, 0.172466775372, 0.920155510233
4, 2, 1823, 3420.167, 0.25752347243, 0.862478132341
12, 2, 9858, 1084.19, 0.667493202132, 0.972336947942
1, 0, 620, 4084.823, 0.722068137262, 0.933768267748
160, 53, 65801, 258.387, 0.223995824005, 0.785712315161
44, 13, 9139, 1113.847, 0.11253713801, 0.683405538738
6, 3, 4974, 159.45, 0.265934114658, 0.940522531078
0, 0, 542, 256704.523, 0.36231160576, 0.86555649474
4, 2, 2841, 230.803, 0.394901904728, 0.991227405188
0, 0, 620, 82161.923, 0.398499050017, 0.870827683896
1, 1, 672, 854.264, 0.34000059522, 0.822310393559
0, 0, 729, 283.173, 0.205499101296, 0.769246927601
23, 5, 29715, 107.313, 0.30681352693, 0.87697460921
1, 0, 2534, 329.286, 0.268191019757, 0.832525209778
2, 0, 1346, 1577.623, 0.291790952323, 0.732449536199
2, 0, 2431, 82.4, 0.291051256291, 0.683801922857
14, 10, 45382, 263.173, 0.252813441476, 0.721129525274
4, 1, 2072, 1061.023, 0.401413751015, 0.928397055948
71, 37, 59441, 325.106, 0.384503380127, 0.849789479284
13, 9, 5160, 665.594, 0.321894441535, 0.988019039332
21, 7, 19990, 636.53, 0.345204889207, 0.854202170509
7, 2, 4308, 411.05, 0.217192075578, 0.888066706879
0, 0, 495, 12383.44, 0.335795853294, 0.895268794757
15, 9, 16628, 54887.36, 0.375371173269, 0.915485459225
4, 1, 3262, 1244.526, 0.33341441651, 0.90652898165
2, 0, 402, 232.364, 0.346320077985, 0.739927965719
12, 2, 7015, 126.704, 0.40458125921, 0.810852397192
9, 1, 1676, 160.853, 0.276656129739, 0.718049474357
1, 0, 1939, 599.886, 0.233690331966, 0.907239963663
5, 6, 31153, 260.71, 0.28627547987, 0.941936739939
107, 13, 40109, 248.337, 0.322192264679, 0.913856363517
3, 1, 11671, 2043.52, 0.30681352693, 0.753270463462
18, 5, 12810, 858.24, 0.377378863458, 0.839692305917
4, 0, 1091, 750.317, 0.30681352693, 0.687547858104
2, 1, 1351, 882.997, 0.284805159228, 0.803113026104
0, 0, 2240, 1308.207, 0.373645557895, 0.943643125391
3, 1, 1749, 13126.61, 0.312403969195, 0.849633741118
17, 11, 11469, 3927.433, 0.353139129521, 0.888740041717
1, 0, 1271, 826.883, 0.429047895416, 0.950889393287
0, 0, 528, 1048.046, 0.342990072882, 0.8069320319
4, 1, 9428, 464.273, 0.386626086383, 0.985400938654
7, 0, 3308, 340.97, 0.437859116846, 0.763232870339
2, 0, 233, 1550.837, 0.392753620386, 0.833553063905
18, 12, 13124, 1415.176, 0.387697347628, 0.759248709071
1, 3, 321, 503.82, 0.42509921847, 0.928823117889
54, 24, 16642, 440.937, 0.302557708718, 0.990886693375
4, 0, 1672, 1560.993, 0.270731787145, 0.930810291949
2, 0, 4236, 25506.21, 0.205499101296, 0.968054585286
2, 1, 4582, 6991.247, 0.366983745214, 0.693465717704
28, 16, 15766, 600.294, 0.33036357686, 0.882515509206
18, 9, 15221, 1657.793, 0.322947132551, 0.726571901279
5, 1, 4654, 187.796, 0.313743461599, 0.682966712658
2, 1, 1459, 66822.467, 0.341308553818, 0.732880612069
2, 4, 553, 246.436, 0.337626976485, 0.860830804668
0, 0, 2403, 134.583, 0.295496846687, 0.957740777193
9, 1, 1134, 481.076, 0.283395991922, 0.945562286949
3, 1, 621, 737.963, 0.37513578935, 0.996501030347
1, 1, 2534, 286.09, 0.393116517838, 0.84766976188
9, 0, 31533, 306.243, 0.272260783836, 0.76917056563
1, 0, 1333, 1028.437, 0.509761794445, 0.987510693542
2, 1, 1696, 52937.44, 0.295058990895, 0.96128934933
5, 3, 2648, 10967.23, 0.28552892743, 0.960934992333
0, 0, 207, 25932.343, 0.292094653287, 0.980384701633
0, 0, 1374, 1398.986, 0.29979900963, 0.871462222388
2, 3, 1946, 564.55, 0.302581500036, 0.7983641425
5, 2, 4980, 4196.257, 0.345332880365, 0.964074208598
7, 6, 5470, 14946.066, 0.359343211517, 0.912694880331
52, 58, 42158, 1546.424, 0.293956743842, 0.852338964934
14, 7, 6669, 84.333, 0.362709997353, 0.967200419781
0, 0, 834, 12652.137, 0.30681352693, 0.972931586164
56, 25, 23038, 23481.287, 0.390241051288, 0.738091714755
6, 2, 2238, 16577.697, 0.304240876707, 0.981714807245
6, 5, 1808, 895.353, 0.170033582561, 0.690908856699
13, 5, 4435, 118569.56, 0.219329214102, 0.885885107543
0, 0, 2930, 355.714, 0.214472610362, 0.862115170341
8, 3, 26825, 366.773, 0.446926237528, 0.748082794381
1, 1, 840, 26908.566, 0.33906349227, 0.971691783745
0, 1, 2270, 568.203, 0.418854555901, 0.985093705507
11, 2, 9128, 687.12, 0.30681352693, 0.681265273001
102, 38, 98139, 285.547, 0.271492330487, 0.813260219046
19, 11, 6877, 149.933, 0.474646192642, 0.700104779809
2, 0, 1451, 543.943, 0.337024044459, 0.798033778706
2, 1, 4641, 1034.567, 0.332458292561, 0.864978217462
6, 3, 4263, 572.477, 0.365395872922, 0.873906444142
18, 7, 13145, 2825.023, 0.567804286903, 0.871110762609
16, 10, 2353, 289.273, 0.679618590849, 0.993810066228
9, 1, 972, 459.58, 0.253928642612, 0.781260941002
5, 3, 11755, 578.296, 0.225863812148, 0.902183360426
2, 0, 2573, 631.977, 0.242004442448, 0.927828509635
19, 7, 4354, 345.057, 0.372501924734, 0.981073355549
0, 0, 224, 98282.847, 0.358560770365, 0.919533667645
2, 0, 2444, 747.243, 0.295321616484, 0.783193839381
20, 1, 16298, 93.757, 0.361369787166, 0.952083662679
5, 1, 2512, 88.39, 0.25482515344, 0.928667124905
3, 1, 3042, 65479.47, 0.435838081456, 0.888230046058
1, 0, 1497, 16555.733, 0.224248789823, 0.957988075493
3, 3, 1396, 665.0, 0.336496075094, 0.970298233492
1, 0, 1743, 2804.663, 0.392753620386, 0.993190926203
18, 7, 6595, 253.143, 0.37316100959, 0.866093226049
4, 0, 5187, 375.68, 0.362709997353, 0.97128887574
9, 1, 6727, 255.98, 0.423543425384, 0.727343614495
0, 0, 733, 106.534, 0.304240876707, 0.866140221573
1, 0, 830, 1488.437, 0.290114007755, 0.833674282257
24, 13, 14039, 1222.36, 0.589856043284, 0.883863447531
4, 3, 3442, 160667.57, 0.211238038752, 0.769145841883
7, 3, 4144, 255.497, 0.686803324732, 0.863565129686
2, 0, 14884, 10666.914, 0.289241808933, 0.877364980043
9, 7, 4588, 10012.83, 0.690693215192, 0.83044893299
359, 233, 155527, 350.41, 0.203526556748, 0.913082030764
2, 0, 1852, 688.043, 0.2484665216, 0.817182149653
9, 4, 28558, 289.46, 0.280452985656, 0.863793374254
60, 33, 38000, 208.4, 0.33235428212, 0.968490211386
6, 1, 5358, 350.94, 0.508891036273, 0.72127659769
4, 4, 1313, 781.923, 0.528253011276, 0.817775687571
3, 1, 882, 248.01, 0.302204658863, 0.948057647296
36, 9, 11778, 193.583, 0.33050993479, 0.989413611011
0, 0, 2261, 1950.184, 0.585672267028, 0.842030983324
29, 10, 13241, 1956.173, 0.26701358983, 0.962953041964
2, 0, 2975, 1333.606, 0.30681352693, 0.929266598741
69, 11, 10959, 199.603, 0.256941390968, 0.816172108009
6, 2, 1382, 381.22, 0.34111265687, 0.881913130327
5, 0, 1421, 89.886, 0.258182415024, 0.701459001862
-1, 1, 3990, 846.476, 0.317352758891, 0.858319051042
5, 1, 1963, 495.456, 0.383635629527, 0.907178742351
1, 2, 6431, 10012.783, 0.36900072186, 0.965631155271
5, 2, 9157, 275.547, 0.23943394593, 0.810233863396
2, 0, 2049, 4888.353, 0.247273317192, 0.684101640731
74, 3, 6244, 530.59, 0.298218588478, 0.73901793165
63, 15, 31423, 634.457, 0.482342968623, 0.670675918938
26, 0, 3522, 528.143, 0.458134295803, 0.708756243921
47, 6, 5773, 457.923, 0.304240876707, 0.895560062747
14, 0, 1769, 6337.463, 0.356265076552, 0.693661888092
21, 12, 9398, 6429.24, 0.36297843413, 0.794076006702
35, 13, 8210, 781.673, 0.370322359945, 0.924564912718
22, 2, 970, 778.367, 0.30681352693, 0.953379932162
10, 1, 2320, 50728.78, 0.373393545266, 0.946546241025
26, 9, 12151, 6296.92, 0.304240876707, 0.969103133044
324, 191, 89396, 801.47, 0.330767074085, 0.950320614341
13, 1, 870, 2031.51, 0.304240876707, 0.862761065911
38, 26, 31225, 1129.713, 0.353928274004, 0.978164432319
42, 37, 16703, 538.533, 0.223397580903, 0.9764739438
9, 0, 2114, 2267.133, 0.290717994134, 0.990121058376
8, 0, 13496, 931.437, 0.150880961003, 0.943382138874
22, 3, 2717, 756.963, 0.304240876707, 0.978941038623
23, 3, 962, 524.757, 0.660743171148, 0.700423283882
11, 4, 5720, 1073.394, 0.294848104745, 0.954271888416
18, 2, 2753, 290.943, 0.404116338193, 0.941907737009
10, 7, 57518, 167.813, 0.365395872922, 0.884765512757
151, 127, 75218, 504.6, 0.425656066143, 0.892278513409
327, 490, 100921, 440.343, 0.33918692511, 0.956866218491
67, 41, 49748, 1824.603, 0.309189304634, 0.896795516466
21, 10, 21281, 8488.453, 0.374694818249, 0.895235736657
15, 1, 14984, 28076.827, 0.395995048184, 0.780805610931
10, 2, 13429, 9642.593, 0.317459175048, 0.831866155797
28, 14, 23111, 198.793, 0.393301391285, 0.860301671753
11, 5, 25110, 1001.324, 0.397856232967, 0.833949655326
4, 0, 1634, 7761.816, 0.275433606047, 0.952901094789
8, 0, 1583, 182.74, 0.345204889207, 0.873919970938
16, 4, 17953, 680.46, 0.306805643694, 0.862192506099
57, 20, 35387, 325.447, 0.437384096396, 0.879163163427
443, 429, 50812, 110.044, 0.415677657981, 0.757727605868
4, 0, 628, 1014.587, 0.392753620386, 0.9937790774
23, 20, 18426, 383.073, 0.335786265152, 0.958268045906
7, 0, 589, 9604.827, 0.338047885848, 0.974854898939
29, 22, 19612, 6752.207, 0.308869093467, 0.982942865164
4, 0, 1523, 4852.974, 0.232762629369, 0.811729665923
5, 2, 8939, 1606.25, 0.432230796654, 0.787087639154
13, 6, 50069, 435.32, 0.289910695003, 0.865818983476
7, 3, 3313, 610566.717, 0.366248576033, 0.749363571741
4, 0, 886, 2906.733, 0.333199293802, 0.908799097072
5, 5, 3341, 2938.964, 0.304240876707, 0.779323858251
10, 0, 7854, 502.184, 0.454388003737, 0.852529326216
75, 52, 39405, 662.737, 0.59343868426, 0.993427442553
73, 37, 49709, 964.866, 0.33036357686, 0.784934730279
143, 60, 234204, 514.227, 0.345644285217, 0.718822142823
1, 0, 938, 36123.076, 0.239520270296, 0.802160405433
37, 13, 30277, 109.89, 0.532016477376, 0.844110459432
28, 17, 8065, 1487.86, 0.30681352693, 0.772100163025
5, 0, 2465, 1811.92, 0.240497089851, 0.817245155008
6, 0, 2987, 592.227, 0.178313425824, 0.705322982032
38, 18, 21818, 1274.053, 0.600285268094, 0.738948802396
9, 8, 3436, 140.837, 0.49029589092, 0.969650373374
16, 2, 4041, 304.267, 0.311518103187, 0.893469795259
6, 0, 7050, 184.097, 0.534435050841, 0.787747565533
25, 4, 5524, 638.23, 0.366061596124, 0.751929958751
284, 68, 253837, 549.31, 0.322192264679, 0.679476282649
5, 0, 1481, 733.97, 0.340236585969, 0.972181871292
14, 4, 7855, 1635.267, 0.320003256634, 0.887072108593
17, 5, 2011, 628.153, 0.595232190647, 0.94930272891
5, 1, 1571, 47733.154, 0.270005257826, 0.865422677497
24, 2, 2632, 1255.916, 0.646446157034, 0.85052531562
70, 16, 66596, 149.65, 0.283925174806, 0.857778944542
3, 0, 3103, 1599.68, 0.339828775813, 0.726118165368
32, 8, 16708, 1372.746, 0.214494069363, 0.817259620226
3, 0, 489, 506.863, 0.371289231243, 0.67736393005
4, 3, 9733, 453.03, 0.253413891163, 0.849266115623
8, 0, 1911, 2441.93, 0.330992788257, 0.695947771072
5, 0, 2638, 2258.754, 0.301221851534, 0.754306954186
52, 33, 6446, 1082.413, 0.715266317641, 0.806839216488
31, 7, 25548, 742.753, 0.3686839044, 0.96465879339
-1, 1, 7075, 202.55, 0.212182509741, 0.680115880361
1, 0, 1233, 508.95, 0.352113525895, 0.984244728613
46, 26, 11252, 853.32, 0.46236098117, 0.883323093476
5, 1, 314, 296.763, 0.289901629434, 0.966554856044
10, 10, 6355, 4853.313, 0.337362771871, 0.883583937217
1, 0, 164, 13266.307, 0.308869139197, 0.999994616579
6, 0, 755, 153.88, 0.304240876707, 0.969481590943
15, 2, 7367, 696.81, 0.30681352693, 0.994003768607
7, 4, 7460, 799.367, 0.42351852857, 0.788769836775
12, 4, 4551, 259.88, 0.227715708932, 0.80842958919
13, 1, 1783, 391.97, 0.430267675858, 0.715629050386
46, 12, 24813, 128.637, 0.284251006018, 0.818062418049
10, 5, 4786, 592.21, 0.332315176034, 0.961357750737
2, 0, 1224, 1804.774, 0.711346196467, 0.988064311476
113, 62, 25245, 579.87, 0.360924054711, 0.974155597547
2, 0, 612, 692.27, 0.461240206634, 0.980497131825
1, 0, 320, 1594.91, 0.356614446128, 0.972453513418
4, 0, 6371, 3094.107, 0.3306933972, 0.881351595507
36, 17, 42527, 1007.657, 0.25052738592, 0.675516667913
128, 70, 54716, 948.377, 0.3860235064, 0.991379535485
28, 6, 16097, 589.293, 0.280940119808, 0.978806557727
4, 2, 1282, 170.934, 0.24708579246, 0.724887758312
11, 4, 3457, 272.94, 0.429558665716, 0.99999720651
27, 16, 15220, 2527.717, 0.30681352693, 0.94321462436
16, 0, 11662, 398.474, 0.458483885379, 0.860458408521
3, 0, 554, 108.747, 0.235423285029, 0.985410867836
16, 4, 12845, 5595.363, 0.553155856068, 0.775838513296
20, 7, 6665, 415.79, 0.283395991922, 0.862943314107
7, 2, 5327, 114.13, 0.328611693684, 0.871237971327
16, 7, 14518, 96.687, 0.304240876707, 0.892463947663
1, 0, 1287, 1273.45, 0.30681352693, 0.900586458784
3, 0, 4926, 1199.227, 0.334728521285, 0.712130389967
1, 2, 1479, 1009.03, 0.251796805568, 0.68917082069
0, 0, 705, 133.007, 0.4317386052, 0.966114582518
9, 3, 3101, 903.963, 0.367926865249, 0.944901894332
8, 2, 723, 129.556, 0.488251470563, 0.91622109747
4, 3, 707, 3343.07, 0.402950766538, 0.977262238776
8, 0, 4690, 302.627, 0.404209093592, 0.896546334933
16, 8, 15155, 342.33, 0.30681352693, 0.802573885151
4, 0, 783, 468.254, 0.386131073113, 0.969582649996
1, 0, 1958, 32272.346, 0.370600401656, 0.993745083849
5, 0, 998, 346.574, 0.346591245676, 0.763360212663
1, 0, 454, 56762.523, 0.355459259041, 0.78524134553
171, 46, 6809, 331.427, 0.355395663802, 0.710566406814
5, 3, 3406, 14897.55, 0.358186561233, 0.951464149984
3, 0, 1899, 100.977, 0.545399434965, 0.872021119769
2, 0, 5371, 587.967, 0.30681352693, 0.922393695492
36, 32, 24353, 3859.45, 0.373393545266, 0.898276094769
18, 10, 2269, 2598.743, 0.340855356172, 0.765947833753
13, 2, 2391, 555.66, 0.327943359312, 0.788135045684
3, 0, 9941, 68617.727, 0.309973233096, 0.980397654747
12, 3, 5418, 65472.857, 0.304240876707, 0.953164252972
2, 0, 775, 1832.637, 0.269954185353, 0.970781073768
31, 19, 20129, 93.317, 0.239089783091, 0.908033967951
4, 2, 476, 23849.54, 0.302764920482, 0.979885221383
1, 0, 821, 178.81, 0.460860160675, 0.890353768718
4, 2, 4520, 228.29, 0.487092515754, 0.887359818643
8, 6, 3287, 185.376, 0.623120317658, 0.985465912616
5, 3, 6458, 1741.253, 0.365395872922, 0.754949641785
18, 11, 17629, -1, 0.299485338289, 0.827637049091
3, 1, 1669, 903.777, 0.315993360988, 0.953371971796
9, 1, 878, 30885.623, 0.625158990758, 0.680884209112
15, 5, 16045, 277.09, 0.33036357686, 0.932417413722
2, 2, 3861, 3278.767, 0.419688412024, 0.773381605186
13, 4, 5809, 224.347, 0.449211629991, 0.916552751712
2, 0, 3006, 195.533, 0.30681352693, 0.89328225074
3, 3, 3339, 1681.66, 0.291344716558, 0.991781219917
5, 0, 5278, 264.453, 0.30681352693, 0.887168510667
30, 39, 3795, 208.887, 0.282903637304, 0.852694030943
27, 15, 21043, 287507.267, 0.30681352693, 0.923145619411
161, 98, 102904, 373.043, 0.283395991922, 0.668084961697
4, 3, 808, 5146.847, 0.68131119272, 0.728699642343
31, 15, 29534, 1029.327, 0.221872352422, 0.781875848495
47, 14, 12816, 3702.84, 0.337392336975, 0.741639518499
15, 4, 11182, 1363.026, 0.352093983105, 0.977738792484
