Score, FavCount, ViewCount, FATs, PoliteTitle, PoliteBody
3, 0, 1007, 352.157, 0.80373267208, 0.623350667167
107, 30, 115741, 468.31, 0.255029076204, 0.663638965205
88, 21, 86912, 181.21, 0.359783515606, 0.433015944897
39, 19, 24874, 1728.54, 0.366683298342, 0.481470837841
9, 4, 15072, 450.497, 0.336882707134, 0.551979500326
148, 71, 97113, 523.16, 0.19494755835, 0.579105190827
1, 0, 517, 1498.254, 0.515323547161, 0.576395365018
4, 0, 630, 675.496, 0.406877720505, 0.337746065014
3, 0, 2411, 637.354, 0.31343489059, 0.367461884862
25, 8, 5763, 517.64, 0.30681352693, 0.523109674149
80, 94, 34002, 197.7, 0.333099357685, 0.624065860977
25, 6, 8746, 626.183, 0.281232495564, 0.563350574436
7, 2, 2049, 383.153, 0.39694061008, 0.553634279697
3, 0, 2758, 384.07, 0.395245420825, 0.578107983214
111, 15, 55519, 209.96, 0.427974021296, 0.442896582613
9, 1, 2377, 87.234, 0.33744420464, 0.570431766353
139, 25, 101226, 296.853, 0.306865588112, 0.638811997825
6, 4, 5460, 176.577, 0.26706422759, 0.544862369239
184, 310, 63964, 89.75, 0.344791384078, 0.528935841378
22, 10, 10436, 483.006, 0.322454542861, 0.391862606793
4, 1, 5484, 792.153, 0.282742235918, 0.360986359402
0, 0, 1795, 16209.866, 0.304240876707, 0.458477242345
4, 1, 1766, 245.046, 0.272260783836, 0.662346161271
1, 0, 424, 193.456, 0.329731467408, 0.524014044513
217, 70, 84727, 70.417, 0.480157173436, 0.620021481248
508, 124, 267165, 77.923, 0.278622333932, 0.451188114755
5, 5, 3683, 19841.046, 0.313760441412, 0.511008220783
36, 19, 16130, 496.377, 0.187081953034, 0.576439700585
11, 6, 4230, 601.897, 0.30681352693, 0.611025377778
187, 45, 51488, 347.21, 0.299140918959, 0.492408346518
40, 11, 57479, 341.95, 0.304240876707, 0.454522766796
5, 0, 3872, 560.71, 0.299219005368, 0.486234207406
2, 0, 242, 7067.567, 0.321333276464, 0.471942088631
40, 22, 23113, 10515.274, 0.30681352693, 0.582933099515
13, 12, 4208, 200.664, 0.287852338127, 0.533705710936
8, 1, 6202, 1950.187, 0.301939028576, 0.528519840434
7, 0, 19354, 266.527, 0.380836749945, 0.582036087316
16, 1, 9028, 176.264, 0.486845407642, 0.381407026549
7, 1, 4610, 897.704, 0.338760345128, 0.631930295934
20, 9, 5031, 1232.12, 0.310180709684, 0.349807788844
1, 0, 601, 1262.68, 0.521769837936, 0.39771296235
2, 0, 6286, 271.907, 0.476462076611, 0.640654353418
1, 0, 698, 1021.41, 0.411955223209, 0.641184192121
14, 3, 28459, 341.936, 0.322010037665, 0.638440662413
15, 7, 20660, 188.806, 0.32893824721, 0.529922516446
14, 1, 20612, 283.95, 0.302831136073, 0.605412124296
2, 2, 1356, 667.017, 0.280940119808, 0.476574467187
16, 1, 9842, 252.267, 0.191329473443, 0.481847042222
35, 6, 9339, 325.59, 0.30681352693, 0.418021931761
3, 0, 961, 246.247, 0.172463318486, 0.517295408187
6, 2, 3373, 575.533, 0.328491016159, 0.403736077586
1, 1, 483, 2033.317, 0.413669844367, 0.459829029588
13, 0, 6591, 693.38, 0.367057351983, 0.389635571449
5, 2, 421, 256.78, 0.487706507816, 0.523646300769
8, 2, 7860, 546.454, 0.22073721764, 0.553711458206
2, 0, 953, 329898.913, 0.232703031412, 0.611242635183
498, 203, 513071, 285.827, 0.332515200139, 0.402597556055
0, 0, 614, 2056.92, 0.333487978499, 0.538140656896
2, 0, 3180, 153.053, 0.365395872922, 0.538220038938
23, 15, 10249, 1256.976, 0.341094409977, 0.347270826047
5, 0, 2986, 1789.487, 0.334497392597, 0.630266023961
1, 0, 170, 1506.91, 0.714729357824, 0.645201054896
15, 4, 9904, 1257.134, 0.30681352693, 0.620828315346
3, 0, 1975, 214.69, 0.209629632385, 0.340121024075
3, 0, 2383, 19563.883, 0.321235748175, 0.396168086121
27, 8, 14726, 498.174, 0.337038350259, 0.528956837829
5, 3, 2774, 4913.89, 0.308869139197, 0.590248172609
33, 8, 44646, 557.5, 0.216128074949, 0.646445423828
12, 2, 15171, 310.96, 0.438725228421, 0.469229110497
19, 23, 4396, 21679.723, 0.33036357686, 0.372642059266
2, 0, 1316, 4014.28, 0.341357707477, 0.469208361398
13, 4, 5908, 512.104, 0.30681352693, 0.647188529716
68, 12, 53374, 244.343, 0.379668441496, 0.536306561367
10, 2, 4690, 1000.326, 0.194447660886, 0.573044578071
2, 1, 994, 1580.574, 0.257986540537, 0.619051678857
3, 3, 759, 653.363, 0.20832721523, 0.616367892936
2, 0, 845, 42904.503, 0.235692469938, 0.602845931767
79, 67, 44591, 444.354, 0.30681352693, 0.61633555399
2, 0, 2067, 4668.893, 0.30681352693, 0.613495918168
39, 5, 7393, 406.633, 0.382686614563, 0.481732342416
3, 2, 431, 316.934, 0.307993531987, 0.611768131081
8, 1, 3197, 352.28, 0.166413461091, 0.533677633628
24, 8, 13819, 10.623, 0.242698779147, 0.521958296674
54, 11, 20023, 837.1, 0.762680574623, 0.616305742694
0, 0, 1165, 3250.514, 0.205560574719, 0.509478105249
3, 1, 1033, 2318.83, 0.335193529495, 0.454379180937
20, 5, 1408, 1909.653, 0.357752963391, 0.56470747599
48, 23, 41934, 336.977, 0.378247758039, 0.36907938961
16, 19, 15995, 2228.07, 0.299903668966, 0.371781327007
5, 2, 3607, 207.03, 0.231608668673, 0.355774793474
20, 6, 14432, 179.213, 0.0434299441926, 0.559385151384
0, 0, 585, 377.553, 0.30681352693, 0.462252402171
1, 1, 2916, 246.636, 0.287581899374, 0.386865911071
3, 0, 1488, 854.76, 0.228528861074, 0.410644628035
5, 1, 3619, 1432.634, 0.381489091453, 0.401230211467
3, 1, 1082, 1000.31, 0.404106198648, 0.649745659189
71, 56, 6583, 388.63, 0.535644847759, 0.569056071049
3, 2, 2090, 6336.543, 0.30681352693, 0.604538340894
7, 3, 8076, 325.573, 0.264198462839, 0.52847338047
5, 3, 15143, 544.27, 0.31423607625, 0.584055193587
19, 2, 5991, 69725.397, 0.283395991922, 0.570996708256
16, 1, 1801, 67950.416, 0.30681352693, 0.551982404716
17, 4, 18942, 147.886, 0.46853787153, 0.384269098974
12, 1, 2196, 2900.243, 0.280844048684, 0.376803362797
205, 97, 86900, 779.366, 0.277490565898, 0.571166290685
12, 0, 1862, 517.8, 0.27972447429, 0.444345068639
228, 27, 103230, 337.29, 0.269475260644, 0.605568282284
16, 1, 1671, 3695.133, 0.364279973188, 0.534945181131
221, 49, 69568, 224.843, 0.412568812668, 0.494461674285
80, 41, 22479, 21.373, 0.339578236153, 0.619147272856
24, 5, 8816, 503.853, 0.226588493993, 0.541045488141
618, 198, 232084, 1268.193, 0.345428277816, 0.410806589835
4, 1, 657, 442.06, 0.205514469096, 0.377296318376
38, 29, 7633, 384.01, 0.365395872922, 0.420947114473
5, 2, 1555, 93388.954, 0.304240876707, 0.631548490784
15, 13, 10896, 1561.883, 0.36030533189, 0.559056739759
1, 0, 1605, 170.9, 0.273673732827, 0.620326583387
153, 58, 145371, 696.73, 0.231073622766, 0.402179494124
3, 0, 642, 103151.91, 0.410839397607, 0.539304332393
7, 0, 1831, 270.677, 0.321333276464, 0.411933813417
15, 11, 6101, 549.17, 0.303009672213, 0.611037264252
19, 5, 13680, 235.827, 0.304240876707, 0.602014706562
80, 36, 17899, 1334.853, 0.246662484114, 0.575932247896
1, 0, 1308, 579.107, 0.296700258424, 0.617722160903
6, 0, 560, 1175.47, 0.280844048684, 0.33732401569
7, 2, 4385, 181.976, 0.23267511949, 0.39687448536
3, 1, 1574, 522.013, 0.284405057544, 0.647449373531
3, 2, 3104, 851.5, 0.451439675801, 0.588542944686
1, 1, 1331, 1940.407, 0.492600461012, 0.445644570306
0, 0, 2650, 216.28, 0.253109265926, 0.467985959234
1, 0, 196, 1395.03, 0.30681352693, 0.573738447981
72, 27, 64738, 312.034, 0.473200128104, 0.556484701177
5, 1, 6644, 17803.333, 0.42351852857, 0.391732534743
11, 0, 16376, 447.257, 0.281961925439, 0.526582840369
413, 96, 274528, 185.36, 0.176323315594, 0.483878232984
6, 0, 423, 145906.847, 0.252975033226, 0.624281502194
10, 7, 5994, 519.217, 0.280659931675, 0.38301673771
47, 16, 21954, 714.377, 0.280844048684, 0.651462191342
1, 2, 7624, 636.344, 0.246631563086, 0.526298826489
6, 2, 607, 1517.017, 0.202277895799, 0.550653454874
1, 1, 2800, 4987.37, 0.53278220083, 0.5
10, 3, 21555, 64.96, 0.332672437297, 0.63077106948
0, 3, 3422, 265.047, 0.535644847759, 0.665650764081
3, 0, 3009, 41540.023, 0.345169333831, 0.359588062937
1, 0, 2283, 2909.277, 0.301763590408, 0.636672837215
7, 2, 4349, 2916.034, 0.535730515348, 0.406993352485
18, 6, 15025, 2344.07, 0.203526556748, 0.589968977468
2, 0, 487, 253.237, 0.602604322932, 0.466941662918
149, 138, 83539, 125.517, 0.256759118291, 0.430530324921
3, 3, 5527, 161.414, 0.1249384824, 0.647613586008
1, 0, 127, 602.927, 0.28107432842, 0.59157923022
93, 68, 19532, 869.174, 0.37696271026, 0.617005971842
0, 0, 2082, 2782.747, 0.359301675207, 0.520357886253
1, 0, 310, 372.673, 0.261439462228, 0.607703242914
2, 1, 929, 591.43, 0.365395872922, 0.641768121864
1, 0, 288, 294.217, 0.284706578593, 0.641974593235
24, 10, 48587, 200.117, 0.453501714088, 0.398615464572
19, 5, 42432, 530.39, 0.404725621858, 0.484857188641
98, 110, 13066, 146.53, 0.27443565667, 0.594332448722
1, 0, 515, 967.877, 0.305298176982, 0.65612743504
0, 0, 2649, 160.167, 0.484684469114, 0.418472595996
2, 1, 296, 256.137, 0.344867445576, 0.569102427705
4, 1, 2004, 194.223, 0.358186561233, 0.565741459526
0, 2, 962, 824.853, 0.380207070191, 0.459729392079
12, 5, 2881, 36827.936, 0.319253491455, 0.589704520026
4, 1, 3389, 649.96, 0.0995880054483, 0.513572997057
131, 82, 26986, 287.247, 0.168758839135, 0.63751092637
6, 1, 969, 2915.503, 0.541213408591, 0.361001089809
0, 0, 4415, 1262.39, 0.230525739995, 0.66509577582
8, 1, 7126, 249.023, 0.390653002955, 0.629937636626
11, 3, 25610, 340.63, 0.333790568861, 0.436509148231
17, 4, 11710, 245.263, 0.274347684756, 0.552982009393
0, 0, 377, 5178.233, 0.282904371641, 0.425856449911
28, 16, 17375, 360.766, 0.328859056681, 0.479877152527
6, 0, 2618, 294.814, 0.372774907909, 0.603188930406
9, 3, 6388, 1521.85, 0.30681352693, 0.485153967297
6, 0, 1748, 274.467, 0.367932830297, 0.357841461579
36, 8, 64352, 84.754, 0.628220715751, 0.56320566091
27, 10, 7755, 138.683, 0.464358482347, 0.651647831845
3, 2, 2878, 130.34, 0.267334486446, 0.65746913502
53, 21, 53880, 149.65, 0.322215651847, 0.471838174801
170, 121, 94928, 404.307, 0.289821199823, 0.363747491388
4, 1, 608, 397.114, 0.302458107131, 0.539379163157
77, 15, 46798, 31.216, 0.506715026262, 0.441484526178
28, 5, 23254, 478.636, 0.316823591976, 0.558960839662
5, 0, 804, 318.973, 0.327857434698, 0.513657462606
21, 16, 4149, 376.88, 0.33036357686, 0.647988909018
1, 0, 410, 60270.036, 0.323202835337, 0.470284770335
3, 0, 331, 184.893, 0.39750713378, 0.5
2, 0, 4378, 813.104, 0.283640940444, 0.555070852089
18, 2, 14813, 368.223, 0.262264346169, 0.575970145503
5, 0, 1392, 246.17, 0.508276278074, 0.648010632237
4, 0, 5526, 215.314, 0.273896775966, 0.337745255623
27, 7, 59831, 63.367, 0.238607596831, 0.60861204942
14, 4, 9914, 209.634, 0.281587776394, 0.519933652361
3, 1, 1929, 250.973, 0.30681352693, 0.538701494593
105, 37, 22800, 431.697, 0.369320797571, 0.445425811107
2, 0, 793, 523.35, 0.269846806233, 0.633339121721
8, 1, 2032, 60.56, 0.574753267069, 0.57894116132
18, 13, 22184, 121.196, 0.32984893866, 0.655993337432
0, 0, 476, 1559.36, 0.201377144807, 0.391067022581
78, 112, 155638, 512.96, 0.30681352693, 0.654667531577
2, 0, 497, 170.727, 0.444342790723, 0.571856000186
1, 0, 1993, 142.68, 0.62249850845, 0.599768775485
13, 8, 18441, 276.18, 0.251512671914, 0.389499216052
61, 27, 116720, 651.52, 0.344765248251, 0.436229384445
12, 4, 13920, 2075.52, 0.327724824667, 0.660709040699
46, 23, 61875, 253.22, 0.30681352693, 0.620680383921
4, 1, 1960, 2268.457, 0.629500769001, 0.47424727368
39, 13, 22465, 1865.523, 0.29276374464, 0.506664084627
9, 4, 8714, 72.93, 0.379175961816, 0.471056543576
3, 1, 282, 97.483, 0.396860209408, 0.480403110372
50, 8, 28346, 152.926, 0.360386075516, 0.5
2, 1, 706, 350.754, 0.245490978753, 0.366595823546
86, 19, 68136, 322.267, 0.340002994082, 0.521810094689
6, 1, 690, 377.21, 0.404055085089, 0.575520075644
4, 1, 1012, 684396.943, 0.415849961849, 0.653933380469
7, 1, 1055, 98.81, 0.718804838587, 0.539403830321
0, 0, 734, 413.137, 0.28083656238, 0.608087051916
5, 2, 7507, 93.413, 0.295242643406, 0.521036036647
4, 2, 2031, 2045.36, 0.356772572753, 0.645913425258
0, 2, 2023, 355878.647, 0.30681352693, 0.339261901364
2, 0, 1524, 152.974, 0.3037004799, 0.651720416684
22, 7, 10301, 845.476, 0.38862849378, 0.64824780778
3, 2, 1906, 34140.693, 0.209521705643, 0.526128951577
3, 2, 2368, 5013.513, 0.185291191018, 0.411928144725
188, 86, 84969, 455.366, 0.160645379464, 0.39038656308
11, 3, 6427, 232.974, 0.36725668961, 0.337760538555
14, 10, 19024, 84.974, 0.357836814567, 0.601527003931
2, 1, 645, 431.356, 0.347017517685, 0.450742940949
6, 3, 605, 804.39, 0.510806991638, 0.600593478487
878, 345, 354308, 492.09, 0.335286162631, 0.493647159385
4, 1, 1721, 2246.274, 0.30681352693, 0.579070717145
3, 0, 12032, 1022.087, 0.299514203418, 0.589758016866
4, 1, 604, 1232.0, 0.536358248636, 0.533045715594
1, 0, 2023, 504.663, 0.292143536531, 0.411179362325
31, 16, 65827, 475.523, 0.315715535253, 0.398936537553
3, 2, 649, 591.54, 0.429304217838, 0.467697520876
8, 1, 2101, 3315.083, 0.135601734991, 0.436411262592
27, 1, 13110, 349.487, 0.331088756046, 0.337137088136
45, 3, 21637, 187.247, 0.285885624852, 0.54172201357
72, 10, 43624, 291.283, 0.378152697996, 0.658302790092
1, 0, 325, 191.846, 0.335774535332, 0.633418181592
15, 2, 41274, 220.366, 0.391828480065, 0.450750587976
3, 1, 1148, 129.9, 0.30681352693, 0.408187019149
12, 3, 6347, 60.873, 0.423198182221, 0.596935624647
10, 1, 5398, 281.707, 0.226050531374, 0.524929272353
2, 2, 5523, 474.88, 0.413266861482, 0.494279949601
8, 2, 3789, 995.7, 0.208979843452, 0.655859468769
1, 0, 616, 2304.4, 0.282493730182, 0.597570335803
1, 0, 5634, 366.974, 0.241067031078, 0.63966447637
1, 0, 668, 140.073, 0.357749278295, 0.549647232532
9, 3, 6484, 460.854, 0.21735786403, 0.566048758967
332, 167, 78984, 114.396, 0.263689986416, 0.529771491441
0, 0, 158, 4397.86, 0.388815427147, 0.609650746256
57, 9, 92481, 326.897, 0.336885679016, 0.523211145817
3, 1, 2089, 337.21, 0.423163891664, 0.506342251807
0, 0, 485, 1609.623, 0.250389416011, 0.535213359311
9, 4, 4490, 27212.326, 0.222274307648, 0.517581653442
1, 0, 1034, 4748.716, 0.314470506101, 0.343586908509
8, 2, 1493, 263.28, 0.547029820079, 0.570364290569
9, 5, 9777, 383.883, 0.248638048085, 0.399745960375
9, 2, 4284, 166.203, 0.358186561233, 0.434341711559
3, 0, 662, 152.134, 0.346231556572, 0.617043342576
17, 4, 27144, 3541.946, 0.242662550984, 0.386556652039
5, 1, 1961, 5047.456, 0.480892096989, 0.43647031798
0, 0, 830, 19646.37, 0.351804295324, 0.617501703272
10, 3, 9257, 504.024, 0.202581293415, 0.344557257679
90, 43, 64887, 202.304, 0.56805468669, 0.337405650287
2, 1, 312, 213.13, 0.241634492191, 0.446357769936
26, 5, 30374, 64.397, 0.230765308859, 0.564266684762
108, 23, 45514, 91.057, 0.378676608288, 0.633401863729
9, 6, 3539, 187.606, 0.265414485729, 0.589612511069
6, 0, 8822, 106.423, 0.279300259598, 0.636242907309
41, 3, 21110, 91.18, 0.347740889975, 0.5
0, 6, 3591, 388.304, 0.215925152671, 0.578315051786
2, 2, 6951, 968.377, 0.27557932669, 0.460162466942
0, 0, 1574, 315641.64, 0.301740082936, 0.658760718271
7, 4, 1463, 846.417, 0.535379651063, 0.656852160655
26, 10, 12909, 226.67, 0.164615676199, 0.403408090948
13, 7, 3917, 218.076, 0.725086756672, 0.644159485889
14, 7, 6101, 297.29, 0.20015013179, 0.618770237446
9, 3, 5485, 219.12, 0.276921242567, 0.563879011534
9, 4, 3440, 619.34, 0.234755107639, 0.662227336153
3, 0, 6061, 370.156, 0.289500558629, 0.382600204782
36, 6, 6079, 167.437, 0.230666966562, 0.456086764935
12, 6, 6898, 300.707, 0.309418129464, 0.582230537151
20, 3, 11914, 146.44, 0.229802921854, 0.518112563827
2, 0, 1464, 49486.23, 0.352389145877, 0.616384212175
10, 10, 6498, 753.687, 0.288784059301, 0.5
2, 2, 659, 383.263, 0.31461633478, 0.534299256228
6, 2, 9362, 340.583, 0.362688735914, 0.620630941249
14, 5, 9747, 148.374, 0.232840076058, 0.603700762126
5, 0, 10673, 13353.92, 0.374202593419, 0.574240652018
2, 0, 1137, 1531.76, 0.380482334595, 0.485630577172
4, 4, 23981, 1013.52, 0.16850886264, 0.542613031515
2, 1, 832, 345.763, 0.304240876707, 0.402392740862
6, 0, 2985, 220.943, 0.289466098032, 0.462692123099
22, 9, 10288, 123.616, 0.357495861868, 0.357495861868
10, 5, 16057, 11.543, 0.33036357686, 0.442194887345
1, 0, 915, 13.433, 0.33036357686, 0.534566013375
37, 12, 83455, 17.597, 0.30681352693, 0.364337080304
30, 14, 21012, 231.43, 0.556677643072, 0.596276924351
23, 13, 6960, 11702.71, 0.207013198204, 0.3566889313
8, 2, 708, 422.716, 0.47518173161, 0.460074146677
46, 26, 19506, 346.4, 0.315236902811, 0.597479532211
5, 1, 1407, 41196.527, 0.329347375214, 0.598117991312
9, 1, 892, 273.11, 0.30681352693, 0.363698754083
1, 0, 1370, 529.514, 0.478057400701, 0.530908699537
295, 194, 187859, 317.366, 0.347721860973, 0.528003381037
6, 0, 850, 354.62, 0.382774425218, 0.57395292851
3, 1, 5632, 33803.423, 0.319777721467, 0.364067495311
45, 17, 27410, 319.253, 0.322611342383, 0.427703954882
64, 31, 32748, 38.237, 0.313563685391, 0.349711165504
38, 9, 35808, 481.337, 0.418558598092, 0.575800260153
209, 117, 135969, 1739.633, 0.346087468653, 0.39424955069
77, 32, 133221, 1788.963, 0.317906872963, 0.431329330215
32, 18, 10371, 285.854, 0.104667300631, 0.440751140762
3, 0, 2207, 911.99, 0.0917203296387, 0.529657966297
25, 7, 10624, 114.317, 0.304240876707, 0.410968457555
61, 18, 172347, 115.253, 0.309235078256, 0.412179685201
19, 7, 16527, 373.98, 0.365970017557, 0.627261864168
3, 0, 1822, 345557.13, 0.395621269768, 0.542886795392
195, 106, 31174, 530.79, 0.550422417688, 0.351114333993
12, 1, 6495, 1548.05, 0.33036357686, 0.368056786253
14, 2, 11706, 357.817, 0.285194566609, 0.445851880325
30, 11, 12392, 1800.553, 0.332718628692, 0.564683058645
68, 17, 38352, 241.067, 0.468424959798, 0.554792347574
2, 0, 4099, 1778.433, 0.454348852804, 0.483870243616
182, 49, 14248, 653.937, 0.48171152919, 0.588159258522
5, 1, 492, 145.017, 0.246379775827, 0.342945419579
5, 1, 1001, 340.94, 0.5, 0.614195769622
3, 1, 3607, 182.473, 0.220994825128, 0.399712106458
111, 60, 15408, 715.2, 0.182770335338, 0.41059533538
14, 2, 5181, 3649.08, 0.239359433479, 0.61290941712
18, 5, 6307, 208.26, 0.413819711774, 0.343379167142
6, 3, 1460, 1878.283, 0.519428987656, 0.512997018988
2, 0, 765, 247643.19, 0.322669239904, 0.62249047486
6, 2, 966, 281.007, 0.385631099707, 0.636806138447
3, 1, 3026, 314.0, 0.224044707799, 0.611909991704
10, 2, 4300, 86.067, 0.479883683917, 0.589768820772
20, 6, 5044, 815.95, 0.361086903516, 0.51365488357
1, 0, 5664, 1533.91, 0.407125010437, 0.59689352299
2, 0, 2286, 772.5, 0.30681352693, 0.398895393325
4, 2, 1554, 443.933, 0.431927102756, 0.581541656972
2, 0, 2158, 288.073, 0.203286554209, 0.550791322676
10, 6, 9470, 206.263, 0.330758069142, 0.58137846404
11, 11, 7708, 2407.487, 0.28547391142, 0.613824193805
45, 27, 19843, 753.733, 0.282267539034, 0.605984219731
35, 7, 71818, 168.747, 0.376945690617, 0.5
0, 0, 233, 771.596, 0.311455457269, 0.461469931029
11, 5, 22483, 67.563, 0.31539298628, 0.392959226302
49, 12, 8567, 110.807, 0.433340749996, 0.561528789551
71, 27, 16683, 126.41, 0.34111265687, 0.399708472485
0, 0, 209, 378.35, 0.273809180515, 0.452213188676
5, 0, 1856, 4542.564, 0.216723196481, 0.545487256483
34, 13, 21784, 240.257, 0.351709157984, 0.64902577839
-2, 0, 3336, 58.326, 0.392985833467, 0.626564021804
347, 130, 395877, 554.283, 0.30681352693, 0.450870914162
24, 13, 4090, 126.67, 0.304240876707, 0.465197323177
4, 1, 5455, 174.957, 0.288256729326, 0.648649972171
1445, 494, 445238, 18.783, 0.29394557242, 0.430140652803
4, 1, 1338, 618.197, 0.318828142871, 0.456673112965
4, 0, 1478, 389.174, 0.31794729453, 0.590226746458
17, 7, 15598, 434.804, 0.281960662051, 0.395869330356
20, 4, 2248, 176.31, 0.566214480527, 0.477119048406
12, 0, 2241, 1958.593, 0.283104534642, 0.5
26, 7, 3962, 12.887, 0.513127925451, 0.444392988386
17, 5, 27873, 155.907, 0.231070987786, 0.343095566522
4, 0, 1393, 116.577, 0.319516998948, 0.355692898247
14, 15, 6184, 153.35, 0.5, 0.380955095146
114, 27, 160837, 294.403, 0.22500538839, 0.640131028069
95, 27, 89262, 67.487, 0.280844048684, 0.580953786216
0, 0, 1252, 2607.54, 0.203931858077, 0.478999723722
4, 2, 9751, 539.027, 0.306691820627, 0.333560487572
1, 0, 2336, 614.377, 0.338735845251, 0.563667696976
108, 25, 109870, 169.12, 0.358426551034, 0.585395459498
49, 13, 19657, 248.307, 0.299563243415, 0.655230076409
1, 0, 320, 351.623, 0.624978548765, 0.636276092799
19, 3, 7786, 242.034, 0.663540977994, 0.450099670937
142, 98, 60078, 168.433, 0.434490470275, 0.659473180683
256, 55, 134298, 147.764, 0.205964501937, 0.552416285545
1, 1, 1315, 130.04, 0.327857434698, 0.665891092236
5, 4, 994, 307.29, 0.184230657919, 0.370785567004
2, 0, 2226, 117.874, 0.421156633038, 0.340359366444
15, 4, 5447, 283.39, 0.25462340452, 0.38195781595
31, 15, 20972, 5982.077, 0.31464308891, 0.601014867058
12, 2, 10361, 365.87, 0.339361082062, 0.570868547135
2, 1, 3513, 3158.6, 0.30681352693, 0.426414285449
8, 4, 7539, 209.79, 0.221829310512, 0.58696839909
4, 4, 468, 578.937, 0.322106132009, 0.556575403737
4, 0, 1250, 291.957, 0.259400633912, 0.425777787672
22, 6, 6071, 424.18, 0.452850065952, 0.615385564659
386, 90, 329232, 252.647, 0.3341249448, 0.3341249448
4, 1, 3625, 212.24, 0.341094409977, 0.412716956254
5, 2, 19114, 929.813, 0.298554787735, 0.443770768348
1, 0, 3695, 167.687, 0.404218172154, 0.480775317245
1, 0, 1778, 504.867, 0.290114687939, 0.544220503555
14, 4, 1875, 86.377, 0.316160018392, 0.564597320604
3, 2, 856, 4946324.384, 0.357314697105, 0.408968191104
1, 2, 2384, 30596.304, 0.251526651695, 0.644883050504
4, 3, 2464, 353.17, 0.22853988065, 0.538840825117
1, 0, 696, 2242.11, 0.337099738682, 0.57038069853
6, 3, 5555, 1411.98, 0.365395872922, 0.606758343562
46, 29, 23997, 196.966, 0.529185212128, 0.406771134828
7, 1, 4124, 4322.693, 0.332574260555, 0.400127978051
2, 1, 5509, 2006.83, 0.338302325813, 0.590718791546
4, 0, 2455, 358.07, 0.364805989996, 0.647124017426
5, 3, 5062, 244.813, 0.147214737417, 0.640162642222
2, 0, 7617, 399.173, 0.29654190236, 0.614397196366
6, 0, 1429, 360.566, 0.320380931028, 0.5
36, 11, 42614, 1235.416, 0.454825984243, 0.448455375647
17, 6, 2919, 1780.626, 0.510284106388, 0.431754463123
1, 0, 5810, 2205.526, 0.304240876707, 0.483561933049
3, 2, 2807, 502.574, 0.299563243415, 0.627625013207
2, 0, 909, 1850.903, 0.363149246008, 0.426009890878
12, 4, 2637, 215.0, 0.211279568263, 0.448632923354
8, 3, 5731, 771.783, 0.250777610745, 0.579293102341
47, 20, 18681, 324.454, 0.280940119808, 0.628559277823
